No,Keywords,Volume,Position,Est. Visits,Seo Difficulty,Ranking Url
748,exame admissional faz exame de sangue,170,16,1,12,http://sso.com.br/artigos/quais-sao-os-exames-admissionais-para-concurso-publico
749,entrei na empresa gravida posso ser mandada embora,140,12,1,18,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
750,qual o valor da periculosidade,390,10,1,14,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
751,nr máquinas e equipamentos,390,15,1,34,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
752,o que é ruído,720,16,1,27,http://sso.com.br/2023/01/24/ruido-ocupacional/
753,oxigenação do sangue baixa,390,20,1,14,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
754,quantos graus e considerado febre,880,17,1,20,http://sso.com.br/2025/03/31/quando-e-estado-febril/
755,sos medicina do trabalho,260,15,1,8,http://sso.com.br/
756,o que significa trabalho intermitente,260,12,1,27,http://sso.com.br/2023/02/08/trabalho-intermitente/
757,gsso gestão em saúde e segurança ocupacional,260,13,1,18,http://sso.com.br/
758,o que significa segurança do trabalho,210,12,1,40,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
759,posso trabalhar estando de atestado,170,15,1,22,http://sso.com.br/artigos/trabalhar-de-atestado
760,periodo de estabilidade,170,16,1,15,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
761,com atestado a empresa pode descontar,170,18,1,15,http://sso.com.br/artigos/atestado-medico-pode-descontar-ferias
762,teste ergometrico como fazer,140,11,1,13,http://sso.com.br/artigos/como-e-feito-teste-ergometrico
763,atestado médico para atividade física modelo,170,15,1,18,http://sso.com.br/artigos/como-conseguir-um-atestado-de-aptidao-fisica
764,o'que é higiene no trabalho,140,18,1,24,http://sso.com.br/artigos/higiene-ocupacional
765,o que é alteração salarial na carteira de trabalho,390,12,1,16,http://sso.com.br/2022/08/05/mudanca-de-funcao/
766,licença maternidade estabilidade clt,590,15,1,16,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
767,multa trabalhista,210,12,1,28,http://sso.com.br/2024/05/21/multa-ministerio-do-trabalho/
768,medição de ruido,170,19,1,12,http://sso.com.br/2023/07/13/dosimetria-de-ruido/
769,medição de ruído,170,19,1,14,http://sso.com.br/2023/07/13/dosimetria-de-ruido/
770,vhs valor de referência,590,15,1,15,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
771,significado de sipat,260,16,1,15,http://sso.com.br/2025/04/14/o-que-e-sipat-e-qual-seu-objetivo/
772,o que pode ser descontado com atestado médico,720,17,1,15,http://sso.com.br/2023/07/06/atestado-medico-pode-descontar-ferias/
773,defina absenteísmo,260,19,1,19,http://sso.com.br/2025/09/17/o-que-e-absenteismo-no-trabalho/
774,sso metrô,170,15,1,30,http://sso.com.br/
775,sst exames,140,14,1,23,http://sso.com.br/
776,batimentos e saturação normal,170,17,1,13,http://sso.com.br/artigos/saturacao-de-oxigenio
777,qual a estabilidade após licença maternidade,140,11,1,17,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
778,velocidade de hemossedimentacao sangue,480,21,1,12,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
779,saturação o que significa,320,18,1,17,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
780,ler lesao esforço repetitivo,720,14,1,14,http://sso.com.br/2024/09/11/lesao-por-esforco-repetitivo/
781,o que acontece quando a saturação está baixa,260,10,1,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
782,funcionário de atestado trabalhando em outro lugar,170,12,1,22,http://sso.com.br/2023/06/22/trabalhar-de-atestado/
783,tipos de raios x,590,20,1,13,http://sso.com.br/2024/12/18/tipos-de-raio-x/
784,lesões ocupacionais,170,20,1,32,http://sso.com.br/2022/08/02/acidentes-ocupacionais/
785,o que é febrícula,170,19,1,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
786,o que significa o exame vhs,480,10,1,12,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
787,exame velocidade de hemossedimentação,590,20,1,13,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
788,atestado de aptidão fisica sus,590,5,1,18,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
789,normas medicina do trabalho,320,4,1,27,http://sso.com.br/2023/12/06/normas-medicina-do-trabalho/
790,kit primeiros socorros para empresa,880,17,1,11,http://sso.com.br/2023/05/04/kit-primeiros-socorros-profissional/
791,plano de rigging o que é,260,13,1,10,http://sso.com.br/2023/04/26/plano-de-rigger/
792,como fazer psicotécnico,260,11,1,26,http://sso.com.br/2022/02/18/como-e-feito-o-exame-psicotecnico/
793,febre 41 graus,210,11,1,26,http://sso.com.br/2025/03/31/quando-e-estado-febril/
794,o que é segurança de trabalho,170,16,1,40,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
795,acidentes com máquinas e equipamentos,170,9,1,14,http://sso.com.br/artigos/acidentes-com-maquinas
796,como saber se a saturação está boa,170,8,1,18,http://sso.com.br/artigos/saturacao-de-oxigenio
797,atestado medico pode descontar,170,20,1,16,http://sso.com.br/artigos/atestado-medico-pode-descontar-ferias
798,proteções fixas nr12,140,19,1,10,http://sso.com.br/artigos/protecao-de-maquinas
799,médico do trabalho o'que faz,170,19,1,25,http://sso.com.br/2024/07/10/medicos-do-trabalho/
800,hemossedimentação baixa e grave,210,15,1,13,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
801,o'que é absenteísmo no trabalho,720,20,1,35,http://sso.com.br/2025/09/17/o-que-e-absenteismo-no-trabalho/
802,documentos sst,210,17,1,12,http://sso.com.br/2025/09/15/documentos-sst/
803,quando a saturação é considerada baixa,210,11,1,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
804,ppra significado,390,10,1,19,http://sso.com.br/2024/11/29/ppra-e-pcmso/
805,o que é art engenheiro,390,10,1,36,http://sso.com.br/2025/08/05/o-que-e-art-crea/
806,qual normal da saturação,480,13,1,19,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
807,sso metro,170,12,1,22,http://sso.com.br/exame-admissional-metro-se
808,segurança de trabalho o que é,170,15,1,51,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
809,quantos meses de estabilidade apos licença maternidade,170,4,1,16,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
810,38 e febre em adulto,170,12,1,18,http://sso.com.br/artigos/quando-e-estado-febril
811,teste ergométrico como faz,140,17,1,12,http://sso.com.br/artigos/como-e-feito-teste-ergometrico
812,aso demissional prazo,170,8,1,14,http://sso.com.br/artigos/exame-admissional-vale-como-demissional
813,velocidade de hemossedimentação baixa,390,20,1,12,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
814,exame de saúde ocupacional,320,21,1,10,http://sso.com.br/
815,ruidos intermitentes,260,16,1,11,http://sso.com.br/2022/11/03/tipos-de-ruido-ambiental/
816,ruido de impacto,170,10,1,11,http://sso.com.br/2022/11/03/tipos-de-ruido-ambiental/
817,nr05 o que é,210,15,1,14,http://sso.com.br/2025/02/17/nr-05/
818,qual oxigenação normal,210,13,1,18,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
819,para que serve o equipamento de proteção individual,170,19,1,32,http://sso.com.br/2022/11/26/importancia-do-uso-de-epi/
820,quando q é febre,260,12,1,19,http://sso.com.br/2025/03/31/quando-e-estado-febril/
821,nr 7 exame demissional,170,12,1,10,http://sso.com.br/nr/nr-7
822,aso médico,170,21,1,24,http://sso.com.br/
823,que exame é vhs,140,11,1,15,http://sso.com.br/artigos/exame-vhs-para-que-serve
824,ppr programa de proteção respiratória,480,14,1,14,http://sso.com.br/programa-de-protecao-respiratorioppr/
825,treinamento e desenvolvimento exemplos,140,14,1,16,http://sso.com.br/2022/10/20/exemplos-de-treinamento-nas-empresas/
826,nr12 quem precisa,260,12,1,20,http://sso.com.br/2023/11/21/o-que-e-laudo-nr12/
827,37 5 é febre em adulto,720,15,1,12,http://sso.com.br/2025/03/31/quando-e-estado-febril/
828,risco em trabalho em altura,210,13,1,13,http://sso.com.br/2024/12/09/riscos-trabalho-em-altura/
829,saturação 91,880,15,1,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
830,como fazer um mapa de risco,720,20,1,21,http://sso.com.br/2023/03/02/como-fazer-mapa-de-risco/
831,estabilidade licença maternidade clt,590,19,1,20,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
832,determinação de velocidade de hemossedimentação,590,14,1,14,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
833,como funciona o exame demissional,480,15,1,13,http://sso.com.br/2024/07/31/pedido-de-demissao-precisa-fazer-exame-demissional/
834,o que é lta,390,12,1,16,http://sso.com.br/lta-laudotecnicodeavaliacao-2/
835,estado febril em criança,260,19,1,12,http://sso.com.br/2025/03/31/quando-e-estado-febril/
836,doenças causadas por estresse no trabalho,170,15,1,38,http://sso.com.br/2024/06/05/consequencias-do-estresse-no-trabalho/
837,para que serve os epi,140,11,1,34,http://sso.com.br/artigos/importancia-do-uso-de-epi
838,o que se faz no exame admissional,140,17,1,14,http://sso.com.br/2022/05/13/o-que-reprova-no-exame-admissional/
839,exames admissionais fortaleza,720,9,1,5,http://sso.com.br/
840,o que significa vhs,590,17,1,17,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
841,valor de indenização por acidente de trabalho,210,12,1,17,http://sso.com.br/2023/02/02/indenizacao-acidente-de-trabalho/
842,normal da saturação,720,9,1,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
843,atestado aptidão física,720,15,1,15,http://sso.com.br/2024/04/19/como-conseguir-um-atestado-de-aptidao-fisica/
844,ocupacional saúde,210,11,1,27,http://sso.com.br/2024/03/01/saude-ocupacional/
845,modelo de atestado médico para atividade física,140,18,1,19,http://sso.com.br/artigos/como-conseguir-um-atestado-de-aptidao-fisica
846,para que serve o exame de sangue vhs,140,6,1,13,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
847,medicina do trabalho em sao paulo,170,19,1,24,http://sso.com.br/como-chegar-na-sso-2/
848,exame admissional rio preto,210,21,1,8,http://sso.com.br/
849,perdi meu bebe posso ser demitida,170,19,1,23,http://sso.com.br/2023/12/14/voltei-da-licenca-maternidade-posso-ser-demitida/
850,ppp exame,170,14,1,15,http://sso.com.br/ppp/
851,médico admissional,170,11,1,15,http://sso.com.br/
852,audiometro,1600,25,1,12,http://sso.com.br/2024/03/21/audiometro-ocupacional/
853,art segurança do trabalho,320,15,1,19,http://sso.com.br/2025/08/05/o-que-e-art-crea/
854,exame admissional santo andre,210,16,1,7,http://sso.com.br/exame-admissional-santo-andre
855,quantos meses depois da licença maternidade posso ser demitida,140,7,1,13,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
856,norma nr15,140,16,1,36,http://sso.com.br/2025/03/14/o-que-e-nr-15/
857,exames admissionais em diadema,170,16,1,7,http://sso.com.br/
858,o que é vagas intermitentes,480,14,1,24,http://sso.com.br/2023/02/08/trabalho-intermitente/
859,o que é médico do trabalho,140,20,1,34,http://sso.com.br/2024/07/10/medicos-do-trabalho/
860,apr exemplo,260,18,1,11,http://sso.com.br/2022/06/03/analise-preliminar-de-risco/
861,doenças ocupacionais exemplos,170,20,1,35,http://sso.com.br/2024/09/26/doencas-do-trabalho-e-doencas-ocupacionais/
862,osteomusculares o que significa,210,17,1,12,http://sso.com.br/2022/12/15/disturbios-osteomusculares-relacionados-ao-trabalho/
863,exame vs,210,14,1,20,http://sso.com.br/2023/07/20/exame-vhs-para-que-serve/
864,teste ergométrico quanto tempo demora,170,13,1,12,http://sso.com.br/2024/03/08/como-e-feito-teste-ergometrico/
865,seso medicina e segurança do trabalho,590,26,1,32,http://sso.com.br/videos/
866,ficha admissional,260,21,1,14,http://sso.com.br/2022/05/03/ficha-de-registro-de-empregado/
867,segurança do trabalho e saude ocupacional,210,14,1,32,http://sso.com.br/2024/03/01/saude-ocupacional/
868,exame periódico empresa,480,24,1,14,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
869,demissional significado,320,21,1,14,http://sso.com.br/2025/01/10/exame-admissional-vale-como-demissional/
870,quais exames admissionais,260,14,1,15,http://sso.com.br/2024/07/25/quais-sao-os-exames-admissionais-para-concurso-publico/
871,sinal de romberg positivo,210,13,1,30,http://sso.com.br/2025/02/19/o-que-e-teste-de-romberg/
872,posso processar a empresa por não fazer exame admissional,170,16,1,15,http://sso.com.br/2024/04/08/a-empresa-pode-desistir-de-contratar-apos-exame-admissional/
873,trabalho esporádico,140,18,1,18,http://sso.com.br/2023/02/08/trabalho-intermitente/
874,exame trabalhe conosco,260,18,1,5,http://sso.com.br/trabalheconosco/
875,entrei na empresa grávida posso ser mandada embora,210,20,1,20,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
876,exame audiometria como é feito,210,12,1,20,http://sso.com.br/2024/01/11/exame-de-audiometria-onde-fazer/
877,qual o tempo de estabilidade após a licença maternidade,140,15,1,20,http://sso.com.br/artigos/voltei-da-licenca-maternidade-posso-ser-demitida
878,exame admissional quais exames são feitos,170,38,0,13,http://sso.com.br/2022/05/23/o-que-e-exame-admissional/
879,saturação 89 idoso,140,68,0,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
880,se não fizer o exame demissional recebe a rescisão,170,11,0,14,http://sso.com.br/2022/07/21/multa-por-nao-fazer-exame-demissional/
881,o que é serviços terceirizados,140,90,0,29,http://sso.com.br/2022/06/17/terceirizacao-de-servicos/
882,o'que sao exames periodicos,140,30,0,16,http://sso.com.br/2025/01/17/quais-sao-os-exames-periodicos/
883,tipos de risco,1600,76,0,32,http://sso.com.br/2024/02/07/classificacao-dos-riscos-ocupacionais/
884,o que é insalubridade e periculosidade,390,46,0,17,http://sso.com.br/2022/04/11/insalubridade-e-periculosidade/
885,ler tratamento,210,21,0,22,http://sso.com.br/2024/09/11/lesao-por-esforco-repetitivo/
886,37.8 temperatura,390,80,0,18,http://sso.com.br/2025/03/31/quando-e-estado-febril/
887,resumo sobre segurança do trabalho,320,72,0,51,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
888,segurança no trabalho e saude ocupacional,210,59,0,14,http://sso.com.br/2024/03/01/saude-ocupacional/
889,atestado de saúde ocupacional o que e,1300,32,0,11,http://sso.com.br/2023/07/25/aso/
890,saude e seguranca do trabalho,5400,44,0,41,http://sso.com.br/2022/11/10/seguranca-e-saude-no-trabalho/
891,periculosidade é sobre o salario base,260,44,0,18,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
892,o'que significa nr 12,390,52,0,13,http://sso.com.br/2024/02/02/nr-12-seguranca-trabalho-maquinas-equipamentos/
893,medidas de controle de riscos,320,94,0,15,http://sso.com.br/2024/04/26/medidas-de-seguranca-no-trabalho/
894,lei trabalhista atestado,320,82,0,28,http://sso.com.br/2023/06/22/trabalhar-de-atestado/
895,exame admissional lapa,320,97,0,4,http://sso.com.br/2023/11/29/onde-fazer-exame-admissional/
896,mapa de risco pronto para editar,260,67,0,17,http://sso.com.br/2023/03/02/como-fazer-mapa-de-risco/
897,o'que significa segurança,320,70,0,38,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
898,quantos graus de febre,260,55,0,18,http://sso.com.br/2025/03/31/quando-e-estado-febril/
899,depois do exame demissional o que acontece,590,54,0,15,http://sso.com.br/2024/04/08/a-empresa-pode-desistir-de-contratar-apos-exame-admissional/
900,excesso de oxigênio,210,35,0,29,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
901,o que é pair,260,34,0,23,http://sso.com.br/2023/11/01/perda-auditiva-ocupacional/
902,prestação de serviço terceirizado,170,39,0,10,http://sso.com.br/2022/06/17/terceirizacao-de-servicos/
903,doença relacionada ao trabalho,210,51,0,18,http://sso.com.br/2024/09/26/doencas-do-trabalho-e-doencas-ocupacionais/
904,falta de oxigênio no sangue,880,63,0,17,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
905,febre é a partir de quanto,6600,62,0,14,http://sso.com.br/2025/03/31/quando-e-estado-febril/
906,exames de sangue que precisam de jejum,2900,56,0,15,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
907,o que é apr,1300,80,0,17,http://sso.com.br/2022/06/03/analise-preliminar-de-risco/
908,o que são doenças ocupacionais,880,86,0,24,http://sso.com.br/2023/01/27/tipos-de-doencas-ocupacionais/
909,calcular periculosidade,880,46,0,16,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
910,como calcular periculosidade,880,23,0,17,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
911,oximetria valores,720,84,0,15,http://sso.com.br/2025/03/21/saturacao-de-oxigenio/
912,o que é ruídos,720,40,0,26,http://sso.com.br/2023/01/24/ruido-ocupacional/
913,o que e exame aso,720,71,0,24,http://sso.com.br/2025/09/04/validade-exames-ocupacionais/
914,analise quimica,720,82,0,17,http://sso.com.br/analisequimica/
915,exame de sangue quantas horas de jejum,4400,66,0,14,http://sso.com.br/2024/06/26/exame-admissional-tem-que-estar-em-jejum/
916,exame de ecg,3600,45,0,24,http://sso.com.br/2025/01/24/como-e-feito-o-eletrocardiograma/
917,periculosidade porcentagem,2400,48,0,18,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
918,febre o que é,590,77,0,34,http://sso.com.br/2025/03/31/quando-e-estado-febril/
919,exame aso o que é,480,50,0,23,http://sso.com.br/2023/09/11/aso-admissional/
920,a partir de quantos graus e febre,480,53,0,13,http://sso.com.br/2025/03/31/quando-e-estado-febril/
921,como funciona o contrato intermitente,480,42,0,20,http://sso.com.br/2023/02/08/trabalho-intermitente/
922,exame admissional campinas,480,89,0,10,http://sso.com.br/
923,o que é demissional,390,26,0,15,http://sso.com.br/2021/12/07/exame-demissional/
924,segurança do trabalho o'que e,320,38,0,49,http://sso.com.br/2022/03/25/o-que-e-seguranca-do-trabalho/
925,riscos trabalho,320,79,0,37,http://sso.com.br/2024/12/09/riscos-trabalho-em-altura/
926,o que é a nr12,320,90,0,22,http://sso.com.br/2022/01/26/laudo-nr12/
927,quando é considerada febre alta,320,64,0,19,http://sso.com.br/2025/03/31/quando-e-estado-febril/
928,30 periculosidade,320,91,0,20,http://sso.com.br/2023/02/23/como-calcular-periculosidade/
